acceleration,aggression,agility,balance,ball,composure,crossing,curve,defending,diving,dribbling,finishing,fk,handling,heading,interceptions,jumping,kicking,long,marking,pace,passing,penalties,physicality,player_id,positioning,raits,reactions,reflexes,shooting,short,shot,sliding,specialities,speed,sprint,stamina,standing,strength,vision,volleys,cam,cb,cdm,cf,cm,lb,lf,lm,lw,lwb,rb,rf,rm,rw,rwb,st,added_on,age,att_workrate,club,def_workrate,foot,height,intl_reputation,league,name,nation,origin,revision,skills,weak_foot,weight,colour,front_scores,overall_score,position,rareness
79,54,79,69,75,74,69,71,38,0,75,78,68,0,76,44,90,0,60,28,81,68,74,70,16680,80,"['Tries To Beat Defensive Line', 'Flair']",74,0,77,69,79,33,['None'],0,82,77,32,70,69,73,74,51,55,76,68,57,76,74,75,59,57,76,74,75,59,76,2017-01-26,31,High,Trabzonspor,Low,Right,181,2,Süper Lig,Rodallega,Colombia,Transfers,Normal,3,3,72,gold,"{'PHY': '70', 'DEF': '38', 'DRI': '75', 'PAS': '68', 'SHO': '77', 'PAC': '81'}",77,ST,non-rare
82,74,70,66,72,64,68,58,73,0,73,52,45,0,74,75,80,0,67,71,81,68,57,80,16846,70,['None'],74,0,60,73,72,78,['None'],0,80,91,73,76,70,48,71,74,74,70,72,76,70,72,71,76,76,70,72,71,76,69,2017-02-02,28,Med,Trabzonspor,Med,Left,183,1,Süper Lig,Mas,Argentina,Transfers,Normal,2,2,73,gold,"{'PHY': '80', 'DEF': '73', 'DRI': '72', 'PAS': '68', 'SHO': '60', 'PAC': '81'}",77,LB,non-rare
94,66,91,86,78,77,65,77,44,0,82,72,66,0,45,43,52,0,56,42,93,64,61,63,1578,77,"['Selfish', 'Flair', 'Dribbler - Speed Dribbler', 'Technical Dribbler']",77,0,71,62,74,38,"['Speedster', 'Acrobat']",0,93,81,50,54,68,66,74,52,58,76,68,61,76,75,77,63,61,76,75,77,63,72,2016-09-21,25,High,Trabzonspor,Low,Right,173,1,Süper Lig,Castillo,Colombia,N\A,Normal,4,4,68,gold,"{'PHY': '63', 'DEF': '44', 'DRI': '82', 'PAS': '64', 'SHO': '71', 'PAC': '93'}",76,LM,rare
47,65,58,52,62,75,55,60,79,0,54,22,67,0,82,78,74,0,65,79,48,60,14,75,1410,20,['Takes Powerful Driven Free Kicks'],67,0,40,61,83,78,['None'],0,49,66,78,84,56,33,52,75,70,51,59,68,51,53,50,66,68,51,53,50,66,52,2016-09-21,35,Low,Trabzonspor,High,Left,188,1,Süper Lig,Durica,Slovakia,N\A,Normal,2,3,86,gold,"{'PHY': '75', 'DEF': '79', 'DRI': '57', 'PAS': '60', 'SHO': '40', 'PAC': '48'}",76,CB,non-rare
79,79,84,83,77,68,65,78,58,0,77,74,67,0,68,58,48,0,67,52,79,69,66,69,16273,80,['Shooting - Finesse Shot'],80,0,74,72,76,46,['None'],0,79,86,63,59,66,76,75,62,67,76,72,66,76,75,75,68,66,76,75,75,68,75,2017-01-14,30,High,Trabzonspor,High,Right,179,1,Süper Lig,Sahan,Turkey,Transfers,Normal,3,4,71,gold,"{'PHY': '69', 'DEF': '58', 'DRI': '78', 'PAS': '69', 'SHO': '74', 'PAC': '79'}",76,LM,non-rare
75,86,77,82,76,57,77,67,74,0,76,54,55,0,58,75,77,0,70,74,74,72,64,67,17334,69,['Long Throw'],75,0,59,74,68,79,['None'],0,74,77,77,54,68,52,71,73,74,70,72,75,70,73,72,76,75,70,73,72,76,66,2017-02-10,33,High,Trabzonspor,Med,Right,172,2,Süper Lig,João Pereira,Portugal,Transfers,Normal,3,3,66,gold,"{'PHY': '67', 'DEF': '74', 'DRI': '76', 'PAS': '72', 'SHO': '59', 'PAC': '74', 'Transfers': 'RB'}",76,Pereira,non-rare
83,69,89,91,76,65,67,75,70,0,72,51,60,0,52,76,55,0,76,64,80,73,60,72,2076,69,"['Dives Into Tackles', 'Shooting - Long Shot Taker']",71,0,63,76,78,73,['None'],0,78,84,77,68,72,59,73,70,74,71,74,74,71,73,72,74,74,71,73,72,74,67,2016-09-21,24,Med,Trabzonspor,Med,Right,173,1,Süper Lig,Onazi,Nigeria,N\A,Normal,3,3,73,gold,"{'PHY': '72', 'DEF': '70', 'DRI': '76', 'PAS': '73', 'SHO': '63', 'PAC': '80'}",75,CM,non-rare
72,80,62,62,74,72,67,72,72,0,72,65,65,0,75,74,69,0,75,66,73,73,60,83,2094,67,['Flair'],70,0,70,75,79,69,['Strength'],0,74,83,75,86,75,68,72,74,74,72,74,73,72,72,71,73,73,72,72,71,73,72,2016-09-21,23,High,Trabzonspor,Med,Right,191,1,Süper Lig,Yokuslu,Turkey,N\A,Normal,2,4,86,gold,"{'PHY': '83', 'DEF': '72', 'DRI': '71', 'PAS': '73', 'SHO': '70', 'PAC': '73'}",75,CDM,non-rare
59,81,52,58,59,70,46,39,73,0,50,53,45,0,80,71,83,0,62,70,61,56,45,77,16003,47,['None'],70,0,54,70,60,81,['None'],0,63,77,73,75,45,28,57,74,69,57,61,69,57,57,56,67,69,57,57,56,67,60,2017-01-12,32,Med,Trabzonspor,Med,Right,184,1,Süper Lig,Medjani,Algeria,Transfers,Normal,2,3,77,gold,"{'PHY': '77', 'DEF': '73', 'DRI': '54', 'PAS': '56', 'SHO': '54', 'PAC': '61'}",75,CB,non-rare
75,72,74,56,72,69,56,69,39,0,74,73,70,0,75,40,70,0,38,35,75,59,60,79,14747,75,['Selfish'],72,0,75,63,83,19,['None'],0,75,79,38,82,64,71,69,52,53,72,63,53,72,68,70,55,53,72,68,70,55,74,2016-09-21,32,High,Trabzonspor,Med,Right,186,2,Süper Lig,N'Doye,Senegal,N\A,Normal,3,3,81,gold,"{'PHY': '79', 'DEF': '39', 'DRI': '72', 'PAS': '59', 'SHO': '75', 'PAC': '75'}",75,ST,non-rare
91,66,85,91,78,65,69,82,59,0,79,66,72,0,48,60,71,0,57,58,90,66,44,64,2125,68,"['Tries To Beat Defensive Line', 'Selfish', 'Crosser - Early Crosser', 'Flair', 'Dribbler - Speed Dribbler']",68,0,68,65,78,59,['Speedster'],0,90,81,62,55,66,69,72,61,64,73,68,68,73,73,74,69,68,73,73,74,69,70,2016-09-21,24,High,Trabzonspor,Med,Left,171,1,Süper Lig,Erdogan,Turkey,N\A,Normal,4,4,68,silver,"{'PHY': '64', 'DEF': '59', 'DRI': '79', 'PAS': '66', 'SHO': '68', 'PAC': '90'}",74,LM,rare
48,79,46,42,54,66,22,22,74,0,43,32,24,0,80,76,68,0,62,73,46,46,44,80,2424,26,"['Power Header', 'Ultimate Professional']",68,0,38,65,62,65,['None'],0,44,69,75,88,37,32,47,73,68,46,55,62,46,47,43,59,62,46,47,43,59,51,2016-09-21,29,Low,Trabzonspor,High,Right,191,1,Süper Lig,Yumlu,Turkey,N\A,Normal,2,2,77,silver,"{'PHY': '80', 'DEF': '74', 'DRI': '48', 'PAS': '46', 'SHO': '38', 'PAC': '46'}",74,CB,rare
53,65,50,56,66,65,40,32,73,0,57,41,22,0,75,75,64,0,60,71,53,56,56,79,2708,32,['None'],66,0,38,66,38,74,['None'],0,53,80,74,85,64,29,56,72,70,53,62,67,53,56,53,66,67,53,56,53,66,53,2016-09-21,28,Med,Trabzonspor,Med,Right,190,1,Süper Lig,Demirok,Turkey,N\A,Normal,2,3,85,silver,"{'PHY': '79', 'DEF': '73', 'DRI': '59', 'PAS': '56', 'SHO': '38', 'PAC': '53'}",73,CB,rare
78,71,78,77,77,66,75,77,66,0,74,65,70,0,65,65,74,0,70,65,81,69,57,62,2759,70,['None'],71,0,68,73,76,61,['None'],0,84,76,68,50,51,61,70,66,68,71,69,70,71,72,72,71,70,71,72,72,71,70,2016-09-21,29,Med,Trabzonspor,Med,Left,177,1,Süper Lig,Vural,Turkey,N\A,Normal,3,3,65,silver,"{'PHY': '62', 'DEF': '66', 'DRI': '75', 'PAS': '69', 'SHO': '68', 'PAC': '81'}",73,RM,rare
82,75,83,80,78,63,78,84,65,0,77,61,78,0,55,63,76,0,70,65,83,69,74,69,3333,66,"['Takes Powerful Driven Free Kicks', 'Avoids Using Weaker Foot', 'Crosser - Early Crosser', 'Shooting - Long Shot Taker']",72,0,69,65,83,68,['None'],0,84,83,69,59,60,68,71,66,69,71,70,71,71,73,73,73,71,71,73,73,73,70,2016-09-21,28,High,Trabzonspor,Med,Left,170,1,Süper Lig,Ibáñez,Argentina,N\A,Normal,3,2,73,silver,"{'PHY': '69', 'DEF': '65', 'DRI': '78', 'PAS': '69', 'SHO': '69', 'PAC': '83'}",72,LB,rare
74,70,70,53,69,69,55,67,39,0,70,68,68,0,75,40,68,0,37,35,74,58,56,77,17816,70,['Selfish'],69,0,70,61,77,19,['None'],0,74,77,38,79,62,66,66,52,52,69,60,52,69,66,67,54,52,69,66,67,54,71,2017-02-27,32,High,Trabzonspor,Med,Right,186,2,Süper Lig,N'Doye,Senegal,Downgrades,Normal,3,3,81,silver,"{'PHY': '77', 'DEF': '39', 'DRI': '69', 'PAS': '58', 'SHO': '70', 'PAC': '74'}",71,ST,non-rare
68,68,76,68,75,68,70,74,46,0,72,66,67,0,65,34,55,0,70,45,73,72,60,70,4649,70,"['Shooting - Finesse Shot', 'Flair']",69,0,67,74,74,45,['None'],0,77,80,48,67,74,65,72,55,60,71,69,59,71,72,71,62,59,71,72,71,62,70,2016-09-21,20,High,Trabzonspor,Med,Left,184,1,Süper Lig,Yazici,Turkey,N\A,Normal,3,4,78,silver,"{'PHY': '70', 'DEF': '46', 'DRI': '73', 'PAS': '72', 'SHO': '67', 'PAC': '73'}",70,CM,non-rare
51,40,58,44,21,45,14,11,0,73,13,18,11,67,17,18,72,73,29,15,0,0,20,0,14952,67,['Puncher'],66,68,0,22,25,13,['None'],51,52,40,12,68,35,12,28,28,27,27,27,26,27,28,27,26,26,27,28,27,26,27,2016-09-21,28,Med,Trabzonspor,Med,Right,192,1,Süper Lig,Alvarado,Costa Rica,N\A,Normal,1,3,85,silver,"{'POS': '67', 'SPE': '51', 'REF': '73', 'KIC': '68', 'HAN': '67', 'DIV': '73'}",70,GK,non-rare
64,69,60,60,69,63,43,64,68,0,64,56,60,0,69,69,65,0,69,66,64,61,63,81,5072,60,"['Passing - Long Passer', 'Shooting - Long Shot Taker']",65,0,66,68,84,60,['None'],0,64,90,70,83,61,60,65,69,69,65,68,66,65,64,62,66,66,65,64,62,66,66,2016-09-21,24,Med,Trabzonspor,High,Right,185,1,Süper Lig,Kara,Turkey,N\A,Normal,2,2,86,silver,"{'PHY': '81', 'DEF': '68', 'DRI': '65', 'PAS': '61', 'SHO': '66', 'PAC': '64'}",70,CDM,rare
80,62,71,77,69,63,68,65,67,0,67,40,38,0,60,66,64,0,62,68,81,58,43,69,5073,61,['None'],68,0,51,63,70,66,['None'],0,82,79,69,68,40,33,61,66,66,62,62,69,62,65,64,70,69,62,65,64,70,61,2016-09-21,25,Med,Trabzonspor,Med,Right,178,1,Süper Lig,Yavru,Turkey,N\A,Normal,2,2,78,silver,"{'PHY': '69', 'DEF': '67', 'DRI': '69', 'PAS': '58', 'SHO': '51', 'PAC': '81'}",70,RB,non-rare
72,55,63,68,75,64,64,66,59,0,69,65,65,0,59,60,60,0,69,61,74,68,55,69,5988,60,['Shooting - Finesse Shot'],67,0,67,70,74,50,['None'],0,76,73,60,73,68,70,69,62,65,69,68,64,69,69,68,65,64,69,69,68,65,68,2016-09-21,21,High,Trabzonspor,Med,Right,182,1,Süper Lig,Bero,Slovakia,N\A,Normal,3,4,83,silver,"{'PHY': '69', 'DEF': '59', 'DRI': '70', 'PAS': '68', 'SHO': '67', 'PAC': '74'}",69,CM,non-rare
64,69,65,87,62,65,45,45,69,0,50,23,41,0,67,69,75,0,60,70,65,54,49,70,5369,43,['None'],68,0,29,65,38,67,['None'],0,65,73,70,68,45,30,53,68,66,51,58,66,51,55,52,64,66,51,55,52,64,49,2016-09-21,29,Med,Trabzonspor,High,Right,178,1,Süper Lig,Akakpo,Togo,N\A,Normal,2,3,71,silver,"{'PHY': '70', 'DEF': '69', 'DRI': '58', 'PAS': '54', 'SHO': '29', 'PAC': '65'}",69,CB,non-rare
55,66,63,50,60,65,63,58,69,0,58,38,45,0,70,68,59,0,58,67,54,55,44,73,5883,48,['Dives Into Tackles'],67,0,50,60,74,70,['None'],0,53,69,71,79,38,33,54,68,65,55,58,65,55,56,55,65,65,55,56,55,65,57,2016-09-21,27,Low,Trabzonspor,High,Left,188,1,Süper Lig,Akbas,Turkey,N\A,Normal,2,2,81,silver,"{'PHY': '73', 'DEF': '69', 'DRI': '59', 'PAS': '55', 'SHO': '50', 'PAC': '54'}",69,CB,non-rare
75,66,61,78,85,73,70,45,93,0,78,63,35,0,93,89,97,0,95,93,77,80,73,91,18676,35,['Power Header'],90,0,60,98,52,93,"['Aerial Threat', 'Tackler', 'Tactician', 'Strength', 'Complete Defender']",0,77,93,94,99,67,46,76,91,90,72,83,88,72,77,74,87,88,72,77,74,87,71,2017-05-17,24,Med,Burnley,Med,Right,188,1,Premier League,Keane,England,TOTS-PL,TOTS,2,3,82,gold,"{'PHY': '91', 'DEF': '93', 'DRI': '80', 'PAS': '80', 'SHO': '60', 'PAC': '77'}",89,CB,rare
59,31,54,48,22,56,13,15,0,85,14,12,13,84,14,17,69,86,31,15,0,0,24,0,18135,84,['Long Thrower'],71,80,0,28,14,13,['None'],60,57,36,15,62,44,12,30,27,28,28,29,27,28,30,29,27,27,28,30,29,27,26,2017-03-22,31,Med,Burnley,Med,Right,188,1,Premier League,Heaton,England,TOTW27,SIF,1,3,86,gold,"{'POS': '84', 'SPE': '60', 'REF': '86', 'KIC': '80', 'HAN': '84', 'DIV': '85'}",84,GK,rare
70,62,53,68,74,73,61,40,86,0,68,52,31,0,86,82,90,0,83,86,72,70,61,85,18159,29,['Power Header'],79,0,50,86,43,86,"['Tackler', 'Strength']",0,72,87,87,92,58,38,66,84,82,63,73,80,63,68,64,79,80,63,68,64,79,62,2017-03-29,24,Med,Burnley,Med,Right,188,1,Premier League,Keane,England,TOTW28,SIF,2,3,82,gold,"{'PHY': '85', 'DEF': '86', 'DRI': '70', 'PAS': '70', 'SHO': '50', 'PAC': '72'}",84,CB,rare
73,88,79,84,84,76,77,75,79,0,79,73,78,0,66,86,77,0,84,79,70,83,76,80,16793,80,"['Injury Prone', 'Corner Specialist']",84,0,78,86,84,75,"['Play Maker', 'Tactician']",0,67,88,79,72,86,71,82,79,83,80,84,79,80,80,79,81,79,80,80,79,81,77,2017-02-01,29,Med,Burnley,Med,Right,175,2,Premier League,Defour,Belgium,N\A,MOTM,3,3,72,gold,"{'PHY': '80', 'DEF': '79', 'DRI': '82', 'PAS': '83', 'SHO': '78', 'PAC': '70'}",83,CAM,rare
56,31,54,48,22,56,13,15,0,81,14,12,13,80,14,17,69,83,31,15,0,0,24,0,15288,81,['Long Thrower'],71,76,0,28,14,13,['None'],56,53,36,15,62,44,12,30,27,28,27,29,27,27,30,28,27,27,27,30,28,27,25,2016-11-02,31,Med,Burnley,Med,Right,188,1,Premier League,Heaton,England,TOTW7,IF,1,3,86,gold,"{'POS': '81', 'SPE': '56', 'REF': '83', 'KIC': '76', 'HAN': '80', 'DIV': '81'}",82,GK,rare
93,65,82,86,78,69,63,52,30,0,80,87,42,0,82,31,75,0,55,26,93,65,84,81,15617,89,"['Tries To Beat Defensive Line', 'Backs Into Player']",80,0,84,69,90,22,"['Speedster', 'Poacher']",0,93,85,16,85,72,76,78,49,53,82,69,54,82,78,80,57,54,82,78,80,57,84,2017-01-04,25,High,Burnley,Med,Right,180,1,Premier League,Gray,England,TOTW16,IF,3,3,78,gold,"{'PHY': '81', 'DEF': '30', 'DRI': '80', 'PAS': '65', 'SHO': '84', 'PAC': '93'}",81,ST,rare
68,59,49,63,69,73,52,34,82,0,63,44,26,0,82,78,86,0,71,82,70,60,51,81,17369,24,['Power Header'],73,0,42,73,36,82,['None'],0,70,83,83,88,50,32,59,79,75,56,65,75,56,61,58,73,75,56,61,58,73,56,2017-02-15,24,Med,Burnley,Med,Right,188,1,Premier League,Keane,England,TOTW22,IF,2,3,82,gold,"{'PHY': '81', 'DEF': '82', 'DRI': '65', 'PAS': '60', 'SHO': '42', 'PAC': '70'}",81,CB,rare
71,81,74,78,78,76,72,70,74,0,74,66,73,0,62,81,71,0,78,74,68,77,69,73,657,72,"['Injury Prone', 'Corner Specialist']",78,0,70,80,76,71,['None'],0,66,81,74,66,80,64,76,74,77,74,78,75,74,75,74,76,75,74,75,74,76,71,2016-09-21,29,Med,Burnley,Med,Right,175,2,Premier League,Defour,Belgium,N\A,Normal,3,3,72,gold,"{'PHY': '73', 'DEF': '74', 'DRI': '76', 'PAS': '77', 'SHO': '70', 'PAC': '68'}",79,CM,non-rare
52,31,54,48,22,56,13,15,0,79,14,12,13,75,14,17,69,80,31,15,0,0,24,0,17419,78,['Long Thrower'],71,73,0,28,14,13,['None'],52,50,36,15,62,44,12,30,27,28,27,29,27,27,29,28,27,27,27,29,28,27,25,2017-02-17,31,Med,Burnley,Med,Right,188,1,Premier League,Heaton,England,Upgrades,Normal,1,3,86,gold,"{'POS': '78', 'SPE': '52', 'REF': '80', 'KIC': '73', 'HAN': '75', 'DIV': '79'}",78,GK,non-rare
84,51,77,75,75,73,80,81,63,0,75,66,77,0,53,58,75,0,75,62,81,75,65,68,16988,70,"['Crosser - Early Crosser', 'Technical Dribbler']",73,0,69,72,75,71,['None'],0,79,80,68,69,74,62,74,65,69,73,73,71,73,75,75,72,71,73,75,75,72,70,2017-02-02,25,High,Burnley,Med,Left,175,1,Premier League,Brady,Republic of Ireland,Transfers,Normal,3,4,69,gold,"{'PHY': '68', 'DEF': '63', 'DRI': '75', 'PAS': '75', 'SHO': '69', 'PAC': '81'}",76,LM,non-rare
52,31,54,48,22,56,13,15,0,76,14,12,13,75,14,17,69,78,31,15,0,0,24,0,1377,76,['Long Thrower'],71,71,0,28,14,13,['None'],52,50,36,15,62,44,12,30,27,28,27,29,27,27,29,28,27,27,27,29,28,27,25,2016-09-21,31,Med,Burnley,Med,Right,188,1,Premier League,Heaton,England,N\A,Normal,1,3,86,gold,"{'POS': '76', 'SPE': '52', 'REF': '78', 'KIC': '71', 'HAN': '75', 'DIV': '76'}",76,GK,non-rare
84,51,77,75,75,73,80,81,63,0,75,66,77,0,53,58,75,0,75,62,81,75,65,68,18067,70,"['Crosser - Early Crosser', 'Technical Dribbler']",73,0,69,72,75,71,['None'],0,79,80,68,69,74,62,74,65,69,73,73,71,73,75,75,72,71,73,75,75,72,70,2017-03-16,25,High,Burnley,Med,Left,175,1,Premier League,Brady,Republic of Ireland,StPatrick,StPatrick,3,4,69,gold,"{'PHY': '68', 'DEF': '63', 'DRI': '75', 'PAS': '75', 'SHO': '69', 'PAC': '81'}",76,LM,rare
55,92,68,72,75,77,79,71,70,0,73,65,76,0,65,73,71,0,75,63,55,76,74,81,17351,73,"['Dives Into Tackles', 'Passing - Long Passer']",78,0,69,75,73,75,['None'],0,55,87,75,74,75,62,72,73,75,71,75,73,71,73,71,74,73,71,73,71,74,70,2017-02-10,34,Med,Burnley,High,Right,180,2,Premier League,Barton,England,Transfers,Normal,3,3,70,gold,"{'PHY': '81', 'DEF': '70', 'DRI': '73', 'PAS': '76', 'SHO': '69', 'PAC': '55'}",76,CM,non-rare
66,55,46,59,64,73,49,32,76,0,59,41,25,0,76,73,80,0,67,76,67,56,48,75,14705,23,['Power Header'],68,0,39,69,34,76,['None'],0,67,77,77,82,47,30,55,74,70,53,61,70,53,58,55,69,70,53,58,55,69,53,2016-09-21,24,Med,Burnley,Med,Right,188,1,Premier League,Keane,England,N\A,Normal,2,3,82,gold,"{'PHY': '75', 'DEF': '76', 'DRI': '60', 'PAS': '56', 'SHO': '39', 'PAC': '67'}",75,CB,non-rare
91,61,72,76,69,69,59,48,23,0,70,77,39,0,63,24,70,0,51,20,91,60,74,75,1921,79,"['Tries To Beat Defensive Line', 'Backs Into Player']",70,0,74,64,80,17,['Speedster'],0,91,79,13,79,67,67,70,42,47,73,62,48,73,71,72,52,48,73,71,72,52,74,2016-09-21,25,High,Burnley,Med,Right,180,1,Premier League,Gray,England,N\A,Normal,3,3,78,gold,"{'PHY': '75', 'DEF': '23', 'DRI': '70', 'PAS': '60', 'SHO': '74', 'PAC': '91'}",75,ST,rare
77,74,69,65,72,74,75,62,72,0,69,49,40,0,69,74,82,0,61,70,76,66,49,75,15003,60,['Crosser - Early Crosser'],76,0,59,71,72,74,['None'],0,76,83,74,70,60,75,67,73,72,67,68,74,67,69,68,74,74,67,69,68,74,66,2016-09-21,28,High,Burnley,Med,Right,180,1,Premier League,Lowton,England,N\A,Normal,2,3,78,gold,"{'PHY': '75', 'DEF': '72', 'DRI': '70', 'PAS': '66', 'SHO': '59', 'PAC': '76'}",75,RB,non-rare
70,49,71,79,79,79,76,64,64,0,59,47,75,0,44,70,63,0,80,63,66,79,55,64,16860,55,['None'],78,0,53,82,62,64,['None'],0,63,79,67,63,81,48,71,64,73,66,74,70,66,71,68,72,70,66,71,68,72,60,2017-02-02,27,Med,Burnley,Med,Right,170,1,Premier League,Westwood,England,Transfers,Normal,2,3,67,gold,"{'PHY': '64', 'DEF': '64', 'DRI': '68', 'PAS': '79', 'SHO': '53', 'PAC': '66'}",75,CM,non-rare
69,68,66,73,65,69,67,38,73,0,63,27,31,0,72,73,91,0,65,75,69,60,36,77,2353,30,"['Long Throw', 'Dives Into Tackles']",68,0,37,66,60,75,['None'],0,69,79,72,78,50,29,56,73,70,54,61,71,54,60,57,71,71,54,60,57,71,53,2016-09-21,27,Med,Burnley,Med,Left,180,1,Premier League,Mee,England,N\A,Normal,2,3,74,silver,"{'PHY': '77', 'DEF': '73', 'DRI': '65', 'PAS': '60', 'SHO': '37', 'PAC': '69'}",74,CB,rare
72,88,71,69,73,67,66,34,74,0,66,43,26,0,62,68,65,0,62,75,70,59,47,75,2902,52,"['Injury Prone', 'Avoids Using Weaker Foot', 'Dives Into Tackles']",69,0,39,67,35,80,['None'],0,68,73,78,71,48,30,61,73,71,59,63,72,59,64,62,71,72,59,64,62,71,56,2016-09-21,24,Med,Burnley,Med,Right,181,2,Premier League,Flanagan,England,N\A,Normal,2,3,69,silver,"{'PHY': '75', 'DEF': '74', 'DRI': '69', 'PAS': '59', 'SHO': '39', 'PAC': '70'}",73,RB,rare
55,73,55,53,73,68,58,47,40,0,66,74,46,0,78,42,85,0,57,42,60,62,74,80,2712,74,"['Power Header', 'Target Forward']",68,0,72,67,75,24,['None'],0,65,79,29,82,67,67,67,53,56,69,65,52,69,67,67,55,52,69,67,67,55,72,2016-09-21,27,High,Burnley,Med,Right,188,1,Premier League,Vokes,Wales,N\A,Normal,2,3,90,silver,"{'PHY': '80', 'DEF': '40', 'DRI': '66', 'PAS': '62', 'SHO': '72', 'PAC': '60'}",73,ST,rare
75,63,72,73,75,68,71,78,49,0,76,68,78,0,56,49,58,0,58,45,76,68,57,70,3376,67,"['Shooting - Long Shot Taker', 'Takes Finesse Style Free Kicks']",69,0,72,67,84,49,['None'],0,77,74,50,72,70,70,71,56,60,72,67,61,72,71,72,63,61,72,71,72,63,71,2016-09-21,26,High,Burnley,Med,Left,178,1,Premier League,Gudmundsson,Iceland,N\A,Normal,3,3,77,silver,"{'PHY': '70', 'DEF': '49', 'DRI': '75', 'PAS': '68', 'SHO': '72', 'PAC': '76'}",72,RM,rare
67,72,66,58,68,61,70,69,71,0,66,61,55,0,62,71,66,0,68,72,68,67,62,73,3197,58,['Crosser - Early Crosser'],74,0,59,69,61,73,['None'],0,69,77,72,72,64,66,66,71,71,65,68,71,65,67,66,71,71,65,67,66,71,64,2016-09-21,31,High,Burnley,Med,Left,184,2,Premier League,Ward,Republic of Ireland,N\A,Normal,3,5,82,silver,"{'PHY': '73', 'DEF': '71', 'DRI': '67', 'PAS': '67', 'SHO': '59', 'PAC': '68'}",72,LB,non-rare
67,63,70,63,68,71,46,59,67,0,66,65,58,0,62,73,71,0,76,63,68,67,51,70,3464,63,"['Passing - Long Passer', 'Chip Shot']",70,0,63,76,66,65,['None'],0,69,73,70,71,72,61,69,68,71,67,71,67,67,67,66,67,67,67,67,66,67,66,2016-09-21,25,Med,Burnley,Med,Right,185,1,Premier League,Hendrick,Republic of Ireland,N\A,Normal,3,3,79,silver,"{'PHY': '70', 'DEF': '67', 'DRI': '67', 'PAS': '67', 'SHO': '63', 'PAC': '68'}",72,CM,non-rare
73,42,74,78,72,69,70,62,63,0,74,69,65,0,63,65,72,0,68,62,71,70,62,68,3258,69,['Technical Dribbler'],65,0,68,71,69,60,['None'],0,69,84,64,70,72,58,71,63,67,70,70,67,70,71,71,69,67,70,71,71,69,69,2016-09-21,28,High,Burnley,High,Right,178,1,Premier League,Arfield,Canada,N\A,Normal,3,3,70,silver,"{'PHY': '68', 'DEF': '63', 'DRI': '73', 'PAS': '70', 'SHO': '68', 'PAC': '71'}",72,LM,non-rare
67,65,62,63,65,67,29,27,72,0,58,21,57,0,72,69,72,0,60,70,68,47,34,71,4137,18,"['Passing - Long Passer', 'Power Header']",61,0,24,62,33,71,['None'],0,68,68,75,75,33,17,49,70,66,47,54,65,47,51,48,63,65,47,51,48,63,46,2016-09-21,24,Med,Burnley,Med,Right,191,1,Premier League,Tarkowski,England,N\A,Normal,2,4,81,silver,"{'PHY': '71', 'DEF': '72', 'DRI': '61', 'PAS': '47', 'SHO': '24', 'PAC': '68'}",71,CB,non-rare
66,47,78,64,71,70,70,69,57,0,73,69,68,0,47,59,32,0,68,54,67,69,71,68,3914,69,"['Flair', 'Playmaker', 'Technical Dribbler']",68,0,69,69,68,58,['None'],0,68,86,62,70,70,68,70,59,65,69,70,65,69,70,70,67,65,69,70,70,67,67,2016-09-21,31,High,Burnley,High,Left,186,1,Premier League,Boyd,Scotland,N\A,Normal,4,4,79,silver,"{'PHY': '68', 'DEF': '57', 'DRI': '72', 'PAS': '69', 'SHO': '69', 'PAC': '67'}",71,RM,non-rare
77,56,70,53,74,67,58,67,34,0,70,74,38,0,68,54,60,0,58,26,75,60,69,62,4177,72,['Shooting - Finesse Shot'],66,0,69,65,67,18,['None'],0,74,67,23,63,56,56,68,46,52,69,63,51,69,68,69,54,51,69,68,69,54,70,2016-09-21,23,High,Burnley,Med,Left,185,1,Premier League,Bamford,England,N\A,Normal,2,3,71,silver,"{'PHY': '62', 'DEF': '34', 'DRI': '70', 'PAS': '60', 'SHO': '69', 'PAC': '75'}",71,ST,non-rare
68,83,70,56,73,67,65,59,42,0,69,71,56,0,71,35,81,0,54,33,69,60,72,78,3968,71,['None'],68,0,70,64,73,39,['None'],0,69,78,46,75,56,65,66,55,56,69,63,56,69,68,68,57,56,69,68,68,57,70,2016-09-21,27,High,Burnley,Med,Right,186,1,Premier League,Barnes,Austria,N\A,Normal,2,4,76,silver,"{'PHY': '78', 'DEF': '42', 'DRI': '70', 'PAS': '60', 'SHO': '70', 'PAC': '69'}",71,ST,non-rare
68,83,63,68,68,74,68,59,68,0,70,64,52,0,64,70,78,0,73,68,67,70,56,80,3808,59,['Dives Into Tackles'],69,0,65,74,72,69,['None'],0,66,83,66,78,70,66,68,70,72,67,70,70,67,69,67,70,70,67,69,67,70,67,2016-09-21,33,Med,Burnley,High,Right,183,1,Premier League,Marney,England,N\A,Normal,2,3,72,silver,"{'PHY': '80', 'DEF': '68', 'DRI': '69', 'PAS': '70', 'SHO': '65', 'PAC': '67'}",71,CM,rare
